"filename", "language", "YAML", "HTML", "JSON", "Dart", "Markdown", "Swift", "C++", "XML", "Properties", "Groovy", "comment", "blank", "total"
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\mixin\home_operation_mixin.dart", "Dart", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 8, 60
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\mixin\missing_homeworks_operation_mixin.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\announcement\announcements_view.dart", "Dart", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 7, 93
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeview\home_view.dart", "Dart", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 8, 145
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeview\widgets\home_drawer.dart", "Dart", 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 5, 11, 152
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeview\widgets\home_select_feature_card.dart", "Dart", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 4, 66
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeworks\all_homeworks_view.dart", "Dart", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 5, 42
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeworks\check_homework_view.dart", "Dart", 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 1, 15, 160
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeworks\didnt_made_homeworks_view.dart", "Dart", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 7, 53
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeworks\homeworks_view.dart", "Dart", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 5, 54
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeworks\missing_homeworks_view.dart", "Dart", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 7, 53
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\home\view\homeworks\pushed_homeworks_view.dart", "Dart", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 4, 47
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\loading\loading_view.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\reject\rejected_view.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\oguzk\Documents\GitHub\biren\lib\features\wait\waiting_view.dart", "Dart", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\Users\oguzk\Documents\GitHub\biren\lib\gen\assets.gen.dart", "Dart", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 22, 32, 155
"c:\Users\oguzk\Documents\GitHub\biren\lib\main.dart", "Dart", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 6, 85
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\constants\app_constants.dart", "Dart", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 2, 7
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\enum\admin_feature_types.dart", "Dart", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\enum\cross_check_enum.dart", "Dart", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\enum\firebase_collection_enum.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\gen\assets.gen.dart", "Dart", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 23, 33, 159
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\init\lang\language_manager.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\init\lang\locale_keys.g.dart", "Dart", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 2, 3, 36
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\init\theme\light_theme_colors.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\init\theme\theme.dart", "Dart", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 8, 103
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\init\theme\typography.dart", "Dart", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 3, 62
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\init\validation\regex_validations.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\model\announcement_card_model.dart", "Dart", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\model\homework_model.dart", "Dart", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 6, 44
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\model\user_model.dart", "Dart", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 4, 28
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\admin\admin_select_feature.dart", "Dart", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 7, 95
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\admin\cross_check_container.dart", "Dart", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\button\done_action_button.dart", "Dart", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\button\main_button.dart", "Dart", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 5, 62
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\button\next_action_button.dart", "Dart", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\card\admin_features_select_widget.dart", "Dart", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 4, 51
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\card\coming_homeworks_card.dart", "Dart", 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 0, 12, 261
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\card\homework_card_large.dart", "Dart", 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 11, 201
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\card\homework_card_mini.dart", "Dart", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\card\pushed_homework_card_large.dart", "Dart", 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 15, 213
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\drawer\homework_drawer.dart", "Dart", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 5, 110
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\text_field\auth_text_field.dart", "Dart", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 8, 82
"c:\Users\oguzk\Documents\GitHub\biren\lib\product\widget\text_field\main_text_field.dart", "Dart", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 4, 54
"c:\Users\oguzk\Documents\GitHub\biren\pubspec.yaml", "YAML", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 80
"c:\Users\oguzk\Documents\GitHub\biren\test\widget_test.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 10, 7, 31
"c:\Users\oguzk\Documents\GitHub\biren\web\index.html", "HTML", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 129
"c:\Users\oguzk\Documents\GitHub\biren\web\manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"Total", "-", 61, 98, 878, 5025, 13, 19, 1, 173, 8, 94, 342, 651, 7363
